plan_id,plan_name,billing,price,currency,price_usd,served_model,monthly_tokens,monthly_yi,real_usd_per_mtok,confidence,chart_tier,source,decision_note
cursor_ultra,Cursor Ultra,subscription,200,USD,200,grok-4.6,7737000000,77.37,0.02585,medium,main,两张调整后个人Ultra标准主行中间值；cursor-adoption-round8-2026-09-06.json,旧80亿→77.37亿：(用户当前平滑账号61.0M/0.9%=67.78亿 + 社区8/26图1478.2M/17%=86.95亿)/2。社区图可能有大量首周半价用量，按费用百分比反推略高；中间值不是单行直接实测，token类型分布与面板取整差异保留
cursor_ultra_fast,Cursor Ultra (Fast),subscription,200,USD,200,grok-4.6,3074000000,30.74,0.06506,high,main,用户当前平滑账号截图863.8M/28.1%直接反推；cursor-adoption-round8-2026-09-06.json,旧40亿→30.74亿；取最大样本xhigh-fast行直接反推，百分比取整区间30.69~30.80亿；同图较小high-fast行24.43亿不采。Standard/Fast不强制raw token严格2×，因为面板按费用扣减且token类型构成不同；官方三段费率2×事实不变；与SuperGrok渠道分开
cursor_pro,Cursor Pro,subscription,20,USD,20,grok-4.6,470000000,4.7,0.04255,medium,main,Cursor 论坛面板：303.9M = 65% → 4.68 亿；另有用户口述 4~5 亿打满,保留独立面板采用4.7亿，不随Ultra中间值联动；池按compute cost计非raw token
cursor_pro_plus,Cursor Pro+,subscription,60,USD,60,grok-4.6,2063200000,20.632,0.02908,medium,full,round3面板Pro+池约$800；按Ultra池$3000等比；cursor-adoption-round8-2026-09-06.json,旧21.33亿→20.63亿：77.37×800/3000；继承跨档池规模假设，非独立实测；未采社区图反推$4500~4800作为官方池；促销与账号差异保留
kimi_allegretto_cn,Kimi 会员 199,subscription,199,CNY,29.36,kimi-k3,1161000000,11.61,0.02529,medium,main,本机ccusage 243739068/约84%×4；kimi199-round5-swe17-2026-09-05.json,额度11.61亿不变，high→medium：占比为用户约数，样本以k3-256k为主且含kimi-for-coding，非纯K3 1M实测；SWE1.7找到V2EX/1235826短时面板，但模型/统计窗口不同，未替换基准；官方K3 1M约2×消耗，不据混合样本直接折半；ACP14.28为旧模型未采；《财经》95元/亿档位不明未采；汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html
kimi_moderato_cn,Kimi 会员 99,subscription,99,CNY,14.6,kimi-k3,232000000,2.32,0.06295,medium,full,199 档 × 4/20,保持2.32亿，继承199档K3-256K为主的混合负载估算，不是K3 1M纯模型实测；汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html
kimi_allegro_cn,Kimi 会员 699,subscription,699,CNY,103.12,kimi-k3,3483000000,34.83,0.02961,medium,full,199 档 × 60/20,保持34.83亿，继承199档K3-256K为主的混合负载估算，不是K3 1M纯模型实测；汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html
glm_coding_lite_cn_new,GLM Coding Lite (新客 ¥118),subscription,118,CNY,17.41,glm-5.3,317000000,3.17,0.05491,high,full,docs.bigmodel.cn 官方周积分与三段积分系数；standard-token-mix-round1-2026-09-07.json,旧官方95%缓存表中位2.9亿→统一标准负载3.17亿；周峰时0.529亿、非峰1.058亿，取中位×4周；汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html
glm_coding_lite_cn_new,GLM Coding Lite (新客 ¥118),subscription,118,CNY,17.41,glm-5.3-flash,962000000,9.62,0.0181,high,full,docs.bigmodel.cn 官方周积分与三段积分系数；standard-token-mix-round1-2026-09-07.json,旧官方95%缓存表中位8.76亿→统一标准负载9.62亿；周峰时1.604亿、非峰3.208亿，取中位×4周；汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html
glm_coding_lite_cn_old,GLM Coding Lite (老客 ¥49),subscription,49,CNY,7.23,glm-5.3,317000000,3.17,0.0228,high,full,docs.bigmodel.cn 官方周积分与三段积分系数；standard-token-mix-round1-2026-09-07.json,旧官方95%缓存表中位2.9亿→统一标准负载3.17亿；周峰时0.529亿、非峰1.058亿，取中位×4周；汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html
glm_coding_lite_cn_old,GLM Coding Lite (老客 ¥49),subscription,49,CNY,7.23,glm-5.3-flash,962000000,9.62,0.00751,high,full,docs.bigmodel.cn 官方周积分与三段积分系数；standard-token-mix-round1-2026-09-07.json,旧官方95%缓存表中位8.76亿→统一标准负载9.62亿；周峰时1.604亿、非峰3.208亿，取中位×4周；汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html
glm_coding_pro_cn_new,GLM Coding Pro (新客 ¥538),subscription,538,CNY,79.37,glm-5.3,1905000000,19.05,0.04166,high,main,docs.bigmodel.cn 官方周积分与三段积分系数；standard-token-mix-round1-2026-09-07.json,旧官方95%缓存表中位17.4亿→统一标准负载19.05亿；周峰时3.175亿、非峰6.350亿，取中位×4周；汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html
glm_coding_pro_cn_new,GLM Coding Pro (新客 ¥538),subscription,538,CNY,79.37,glm-5.3-flash,5774000000,57.74,0.01375,high,main,docs.bigmodel.cn 官方周积分与三段积分系数；standard-token-mix-round1-2026-09-07.json,旧官方95%缓存表中位52.64亿→统一标准负载57.74亿；周峰时9.624亿、非峰19.248亿，取中位×4周；汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html
glm_coding_pro_cn_old,GLM Coding Pro (老客 ¥149),subscription,149,CNY,21.98,glm-5.3,1905000000,19.05,0.01154,high,main,docs.bigmodel.cn 官方周积分与三段积分系数；standard-token-mix-round1-2026-09-07.json,旧官方95%缓存表中位17.4亿→统一标准负载19.05亿；周峰时3.175亿、非峰6.350亿，取中位×4周；汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html
glm_coding_pro_cn_old,GLM Coding Pro (老客 ¥149),subscription,149,CNY,21.98,glm-5.3-flash,5774000000,57.74,0.00381,high,main,docs.bigmodel.cn 官方周积分与三段积分系数；standard-token-mix-round1-2026-09-07.json,旧官方95%缓存表中位52.64亿→统一标准负载57.74亿；周峰时9.624亿、非峰19.248亿，取中位×4周；汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html
glm_coding_max_cn_new,GLM Coding Max (新客 ¥1078),subscription,1078,CNY,159.03,glm-5.3,4445000000,44.45,0.03578,high,full,docs.bigmodel.cn 官方周积分与三段积分系数；standard-token-mix-round1-2026-09-07.json,旧官方95%缓存表中位40.56亿→统一标准负载44.45亿；周峰时7.408亿、非峰14.816亿，取中位×4周；汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html
glm_coding_max_cn_new,GLM Coding Max (新客 ¥1078),subscription,1078,CNY,159.03,glm-5.3-flash,13473000000,134.73,0.0118,high,full,docs.bigmodel.cn 官方周积分与三段积分系数；standard-token-mix-round1-2026-09-07.json,旧官方95%缓存表中位122.84亿→统一标准负载134.73亿；周峰时22.456亿、非峰44.911亿，取中位×4周；汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html
glm_coding_max_cn_old,GLM Coding Max (老客 ¥469),subscription,469,CNY,69.19,glm-5.3,4445000000,44.45,0.01557,high,full,docs.bigmodel.cn 官方周积分与三段积分系数；standard-token-mix-round1-2026-09-07.json,旧官方95%缓存表中位40.56亿→统一标准负载44.45亿；周峰时7.408亿、非峰14.816亿，取中位×4周；汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html
glm_coding_max_cn_old,GLM Coding Max (老客 ¥469),subscription,469,CNY,69.19,glm-5.3-flash,13473000000,134.73,0.00514,high,full,docs.bigmodel.cn 官方周积分与三段积分系数；standard-token-mix-round1-2026-09-07.json,旧官方95%缓存表中位122.84亿→统一标准负载134.73亿；周峰时22.456亿、非峰44.911亿，取中位×4周；汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html
minimax_token_plus_cn,MiniMax Token Plan Plus,subscription,49,CNY,7.23,minimax-m3,600000000,6.0,0.01205,high,main,minimaxi.com/blog/minimax-m3 官方,汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html
minimax_token_max_cn,MiniMax Token Plan Max,subscription,119,CNY,17.55,minimax-m3,1800000000,18.0,0.00975,high,full,minimaxi.com/blog/minimax-m3 官方,汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html
minimax_token_ultra_cn,MiniMax Token Plan Ultra,subscription,469,CNY,69.19,minimax-m3,7100000000,71.0,0.00974,high,full,platform.minimaxi.com 迁移说明 2026-08-19,发布时 55 亿，迁移后 71 亿；汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html
minimax_token_plus_global,MiniMax Token Plan Plus (Global),subscription,22,USD,22,minimax-m3,1700000000,17.0,0.01294,high,main,minimax.io/blog/minimax-m3 官方,发布时 $20，现价 $22，额度未见调整
minimax_token_max_global,MiniMax Token Plan Max (Global),subscription,55,USD,55,minimax-m3,5100000000,51.0,0.01078,high,full,minimax.io/blog/minimax-m3 官方,发布时 $50
minimax_token_ultra_global,MiniMax Token Plan Ultra (Global),subscription,132,USD,132,minimax-m3,9800000000,98.0,0.01347,high,full,minimax.io/blog/minimax-m3 官方,发布时 $120
aliyun_coding_pro_cn,阿里云百炼 Coding Plan Pro,subscription,200,CNY,29.5,qwen3.7-plus,198000000,1.98,0.14901,medium,main,《财经》2026-08 实测 ¥101/亿,档位未写明，按 ¥200 Pro 折算；旧值 30 亿作废；汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html
aliyun_coding_pro_global,Alibaba Cloud Coding Plan Pro,subscription,50,USD,50,qwen3.7-plus,198000000,1.98,0.25253,low,full,同 CN 档额度,
opencode_go,OpenCode Go,subscription,10,USD,10,grok-4.6,27200000,0.272,0.36765,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"旧0.279亿（请求估算）→0.272亿：min(共享月池$60, 模型Usage $15) ÷ 统一标准负载加权价；≤200K 标价；>200K 价翻倍，保留在 research variants。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,gpt-5.6-luna,535700000,5.357,0.01867,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"旧5.25亿（请求估算）→5.357亿：min(共享月池$60, 模型Usage $15) ÷ 统一标准负载加权价；≤272K 标价；>272K 档保留在 research variants。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,glm-5.3-flash,438300000,4.383,0.02282,high,main,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"旧4.44亿（请求估算）→4.383亿：min(共享月池$60, 模型Usage $15) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,glm-5.3,50200000,0.502,0.1992,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"旧0.571亿（请求估算）→0.502亿：min(共享月池$60, 模型Usage $15) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,glm-5.2,200700000,2.007,0.04983,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增2.007亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,glm-5.1,200700000,2.007,0.04983,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增2.007亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,kimi-k3,36600000,0.366,0.27322,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"旧0.381亿（请求估算）→0.366亿：min(共享月池$60, 模型Usage $15) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,kimi-k2.7-code,273100000,2.731,0.03662,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"旧3.785亿（请求估算）→2.731亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,kimi-k2.6,315100000,3.151,0.03174,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增3.151亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,longcat-2.0,3636400000,36.364,0.00275,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增36.364亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,mimo-v2.5,8928600000,89.286,0.00112,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增89.286亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,mimo-v2.5-pro,941500000,9.415,0.01062,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"旧14.196亿（请求估算）→9.415亿：min(共享月池$60, 模型Usage $15) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,minimax-m3,867700000,8.677,0.01152,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"旧9.072亿（请求估算）→8.677亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,minimax-m2.7,867700000,8.677,0.01152,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增8.677亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,minimax-m2.5,867700000,8.677,0.01152,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增8.677亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；价格/Endpoints 表在列；请求估算表未列。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,muse-spark-1.3-contributor,12500000000,125.0,0.0008,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增125亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,muse-spark-1.2-contributor,12500000000,125.0,0.0008,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增125亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,qwen3.8-max,48700000,0.487,0.20534,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增0.487亿：min(共享月池$60, 模型Usage $15) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,qwen3.8-flash,1465600000,14.656,0.00682,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增14.656亿：min(共享月池$60, 模型Usage $30) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,qwen3.7-max,52900000,0.529,0.18904,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增0.529亿：min(共享月池$60, 模型Usage $30) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,qwen3.7-plus,1127800000,11.278,0.00887,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"旧12.461亿（请求估算）→11.278亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；≤256K 标价；>256K 档保留在 research variants。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,qwen3.6-plus,857100000,8.571,0.01167,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增8.571亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；≤256K 标价；>256K 档保留在 research variants。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,deepseek-v4-pro,352400000,3.524,0.02838,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"旧4.318亿（请求估算）→3.524亿：min(共享月池$60, 模型Usage $15) ÷ 统一标准负载加权价；Off-Peak；Peak 额度为其一半，保留在 research variants。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,deepseek-v4-flash,2163700000,21.637,0.00462,high,main,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"旧27.224亿（请求估算）→21.637亿：min(共享月池$60, 模型Usage $30) ÷ 统一标准负载加权价；Off-Peak；Peak 额度为其一半，保留在 research variants。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,deepseek-v4-flash-vision-exp,1081900000,10.819,0.00924,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增10.819亿：min(共享月池$60, 模型Usage $15) ÷ 统一标准负载加权价；Off-Peak；图像另折 input token，不另编图像负载标准。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,hy4-preview,443600000,4.436,0.02254,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"旧4.917亿（请求估算）→4.436亿：min(共享月池$60, 模型Usage $30) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,hy3,1532000000,15.32,0.00653,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增15.32亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
opencode_go,OpenCode Go,subscription,10,USD,10,omen-alpha,1315500000,13.155,0.0076,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增13.155亿：min(共享月池$60, 模型Usage $100) ÷ 统一标准负载加权价；模型 Usage $100，但共享月池 $60 先绑定。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加"
command_code_goat,Command Code GOAT,subscription,10,USD,10,gpt-5.6-sol,100000000,1.0,0.1,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增1亿：min(共享月池$70, 模型allowance $70) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,glm-5.2,234100000,2.341,0.04272,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增2.341亿：min(共享月池$70, 模型allowance $70) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,hy3,1787300000,17.873,0.0056,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增17.873亿：min(共享月池$70, 模型allowance $70) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
